,scientific_name,park_name,total_observations,category,common_names,conservation_status
7444,Epilobium brachycarpum,Bryce National Park,127,Vascular Plant,"Autumn Willowherb, Autumn Willowweed, Tall Annual Willowherb",
7445,Epilobium brachycarpum,Great Smoky Mountains National Park,57,Vascular Plant,"Autumn Willowherb, Autumn Willowweed, Tall Annual Willowherb",
7446,Epilobium brachycarpum,Yellowstone National Park,232,Vascular Plant,"Autumn Willowherb, Autumn Willowweed, Tall Annual Willowherb",
7447,Epilobium brachycarpum,Yosemite National Park,196,Vascular Plant,"Autumn Willowherb, Autumn Willowweed, Tall Annual Willowherb",
7448,Epilobium canum ssp. garrettii,Bryce National Park,114,Vascular Plant,Garrett's Firechalice,
7449,Epilobium canum ssp. garrettii,Great Smoky Mountains National Park,61,Vascular Plant,Garrett's Firechalice,
7450,Epilobium canum ssp. garrettii,Yellowstone National Park,292,Vascular Plant,Garrett's Firechalice,
7451,Epilobium canum ssp. garrettii,Yosemite National Park,161,Vascular Plant,Garrett's Firechalice,
7452,Epilobium canum ssp. latifolium,Bryce National Park,90,Vascular Plant,Hummingbird Trumpet,
7453,Epilobium canum ssp. latifolium,Great Smoky Mountains National Park,72,Vascular Plant,Hummingbird Trumpet,
7454,Epilobium canum ssp. latifolium,Yellowstone National Park,247,Vascular Plant,Hummingbird Trumpet,
7455,Epilobium canum ssp. latifolium,Yosemite National Park,162,Vascular Plant,Hummingbird Trumpet,
7456,Epilobium ciliatum,Bryce National Park,79,Vascular Plant,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",
7457,Epilobium ciliatum,Great Smoky Mountains National Park,79,Vascular Plant,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",
7458,Epilobium ciliatum,Yellowstone National Park,249,Vascular Plant,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",
7459,Epilobium ciliatum,Yosemite National Park,149,Vascular Plant,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",
7460,Epilobium ciliatum ssp. ciliatum,Bryce National Park,199,Vascular Plant,"Coast Willowweed, Fringed Willowherb",
7461,Epilobium ciliatum ssp. ciliatum,Great Smoky Mountains National Park,182,Vascular Plant,"Coast Willowweed, Fringed Willowherb",
7462,Epilobium ciliatum ssp. ciliatum,Yellowstone National Park,477,Vascular Plant,"Coast Willowweed, Fringed Willowherb",
7463,Epilobium ciliatum ssp. ciliatum,Yosemite National Park,272,Vascular Plant,"Coast Willowweed, Fringed Willowherb",
7464,Epilobium ciliatum ssp. glandulosum,Bryce National Park,87,Vascular Plant,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",
7465,Epilobium ciliatum ssp. glandulosum,Great Smoky Mountains National Park,87,Vascular Plant,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",
7466,Epilobium ciliatum ssp. glandulosum,Yellowstone National Park,231,Vascular Plant,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",
7467,Epilobium ciliatum ssp. glandulosum,Yosemite National Park,147,Vascular Plant,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",
7468,Epilobium clavatum,Bryce National Park,85,Vascular Plant,"Clavatefruit Willowweed, Clubfruit Willowherb, Talus Willowherb",
7469,Epilobium clavatum,Great Smoky Mountains National Park,91,Vascular Plant,"Clavatefruit Willowweed, Clubfruit Willowherb, Talus Willowherb",
7470,Epilobium clavatum,Yellowstone National Park,242,Vascular Plant,"Clavatefruit Willowweed, Clubfruit Willowherb, Talus Willowherb",
7471,Epilobium clavatum,Yosemite National Park,130,Vascular Plant,"Clavatefruit Willowweed, Clubfruit Willowherb, Talus Willowherb",
7472,Epilobium coloratum,Bryce National Park,89,Vascular Plant,Willow-Herb,
7473,Epilobium coloratum,Great Smoky Mountains National Park,84,Vascular Plant,Willow-Herb,
7474,Epilobium coloratum,Yellowstone National Park,233,Vascular Plant,Willow-Herb,
7475,Epilobium coloratum,Yosemite National Park,152,Vascular Plant,Willow-Herb,
7476,Epilobium densiflorum,Bryce National Park,116,Vascular Plant,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",
7477,Epilobium densiflorum,Great Smoky Mountains National Park,87,Vascular Plant,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",
7478,Epilobium densiflorum,Yellowstone National Park,260,Vascular Plant,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",
7479,Epilobium densiflorum,Yosemite National Park,177,Vascular Plant,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",
7480,Epilobium foliosum,Bryce National Park,104,Vascular Plant,"California Willowherb, Leafy Willowherb",
7481,Epilobium foliosum,Great Smoky Mountains National Park,63,Vascular Plant,"California Willowherb, Leafy Willowherb",
7482,Epilobium foliosum,Yellowstone National Park,252,Vascular Plant,"California Willowherb, Leafy Willowherb",
7483,Epilobium foliosum,Yosemite National Park,130,Vascular Plant,"California Willowherb, Leafy Willowherb",
7484,Epilobium glaberrimum ssp. fastigiatum,Bryce National Park,74,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7485,Epilobium glaberrimum ssp. fastigiatum,Great Smoky Mountains National Park,71,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7486,Epilobium glaberrimum ssp. fastigiatum,Yellowstone National Park,253,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7487,Epilobium glaberrimum ssp. fastigiatum,Yosemite National Park,115,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7488,Epilobium glaberrimum ssp. glaberrimum,Bryce National Park,103,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7489,Epilobium glaberrimum ssp. glaberrimum,Great Smoky Mountains National Park,72,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7490,Epilobium glaberrimum ssp. glaberrimum,Yellowstone National Park,251,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7491,Epilobium glaberrimum ssp. glaberrimum,Yosemite National Park,150,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",
7492,Epilobium halleanum,Bryce National Park,79,Vascular Plant,"Glandular Willowherb, Hall's Willowweed",
7493,Epilobium halleanum,Great Smoky Mountains National Park,92,Vascular Plant,"Glandular Willowherb, Hall's Willowweed",
7494,Epilobium halleanum,Yellowstone National Park,263,Vascular Plant,"Glandular Willowherb, Hall's Willowweed",
7495,Epilobium halleanum,Yosemite National Park,166,Vascular Plant,"Glandular Willowherb, Hall's Willowweed",
7496,Epilobium hornemannii ssp. hornemannii,Bryce National Park,88,Vascular Plant,Hornemann's Willowherb,
7497,Epilobium hornemannii ssp. hornemannii,Great Smoky Mountains National Park,82,Vascular Plant,Hornemann's Willowherb,
7498,Epilobium hornemannii ssp. hornemannii,Yellowstone National Park,254,Vascular Plant,Hornemann's Willowherb,
7499,Epilobium hornemannii ssp. hornemannii,Yosemite National Park,126,Vascular Plant,Hornemann's Willowherb,
7500,Epilobium howellii,Bryce National Park,85,Vascular Plant,Yuba Pass Willowherb,
7501,Epilobium howellii,Great Smoky Mountains National Park,85,Vascular Plant,Yuba Pass Willowherb,
7502,Epilobium howellii,Yellowstone National Park,228,Vascular Plant,Yuba Pass Willowherb,
7503,Epilobium howellii,Yosemite National Park,126,Vascular Plant,Yuba Pass Willowherb,
7504,Epilobium lactiflorum,Bryce National Park,88,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",
7505,Epilobium lactiflorum,Great Smoky Mountains National Park,55,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",
7506,Epilobium lactiflorum,Yellowstone National Park,239,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",
7507,Epilobium lactiflorum,Yosemite National Park,113,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",
7508,Epilobium latifolium,Bryce National Park,101,Vascular Plant,Dwarf Fireweed,
7509,Epilobium latifolium,Great Smoky Mountains National Park,73,Vascular Plant,Dwarf Fireweed,
7510,Epilobium latifolium,Yellowstone National Park,275,Vascular Plant,Dwarf Fireweed,
7511,Epilobium latifolium,Yosemite National Park,135,Vascular Plant,Dwarf Fireweed,
7512,Epilobium minutum,Bryce National Park,118,Vascular Plant,"Chaparral Willowherb, Minute Willowweed",
7513,Epilobium minutum,Great Smoky Mountains National Park,69,Vascular Plant,"Chaparral Willowherb, Minute Willowweed",
7514,Epilobium minutum,Yellowstone National Park,239,Vascular Plant,"Chaparral Willowherb, Minute Willowweed",
7515,Epilobium minutum,Yosemite National Park,131,Vascular Plant,"Chaparral Willowherb, Minute Willowweed",
7516,Epilobium obcordatum,Bryce National Park,137,Vascular Plant,"Rockfringe, Rose Willowweed",
7517,Epilobium obcordatum,Great Smoky Mountains National Park,85,Vascular Plant,"Rockfringe, Rose Willowweed",
7518,Epilobium obcordatum,Yellowstone National Park,269,Vascular Plant,"Rockfringe, Rose Willowweed",
7519,Epilobium obcordatum,Yosemite National Park,163,Vascular Plant,"Rockfringe, Rose Willowweed",
7520,Epilobium oreganum,Bryce National Park,60,Vascular Plant,"Grants Pass Willowherb, Oregon Fireweed",Species of Concern
7521,Epilobium oreganum,Great Smoky Mountains National Park,69,Vascular Plant,"Grants Pass Willowherb, Oregon Fireweed",Species of Concern
7522,Epilobium oreganum,Yellowstone National Park,212,Vascular Plant,"Grants Pass Willowherb, Oregon Fireweed",Species of Concern
7523,Epilobium oreganum,Yosemite National Park,121,Vascular Plant,"Grants Pass Willowherb, Oregon Fireweed",Species of Concern
7524,Epilobium oregonense,Bryce National Park,101,Vascular Plant,"Oregon Willowherb, Oregon Willowweed",
7525,Epilobium oregonense,Great Smoky Mountains National Park,42,Vascular Plant,"Oregon Willowherb, Oregon Willowweed",
7526,Epilobium oregonense,Yellowstone National Park,247,Vascular Plant,"Oregon Willowherb, Oregon Willowweed",
7527,Epilobium oregonense,Yosemite National Park,140,Vascular Plant,"Oregon Willowherb, Oregon Willowweed",
7528,Epilobium saximontanum,Bryce National Park,93,Vascular Plant,"Rocky Mountain Willowherb, Rocky Mountain Willowweed",
7529,Epilobium saximontanum,Great Smoky Mountains National Park,81,Vascular Plant,"Rocky Mountain Willowherb, Rocky Mountain Willowweed",
7530,Epilobium saximontanum,Yellowstone National Park,258,Vascular Plant,"Rocky Mountain Willowherb, Rocky Mountain Willowweed",
7531,Epilobium saximontanum,Yosemite National Park,141,Vascular Plant,"Rocky Mountain Willowherb, Rocky Mountain Willowweed",
7532,Epilobium suffruticosum,Bryce National Park,99,Vascular Plant,Shrubby Willowherb,
7533,Epilobium suffruticosum,Great Smoky Mountains National Park,82,Vascular Plant,Shrubby Willowherb,
7534,Epilobium suffruticosum,Yellowstone National Park,288,Vascular Plant,Shrubby Willowherb,
7535,Epilobium suffruticosum,Yosemite National Park,142,Vascular Plant,Shrubby Willowherb,
7536,Epilobium torreyi,Bryce National Park,108,Vascular Plant,"Narrowleaf Willowweed, Torrey's Willowherb",
7537,Epilobium torreyi,Great Smoky Mountains National Park,67,Vascular Plant,"Narrowleaf Willowweed, Torrey's Willowherb",
7538,Epilobium torreyi,Yellowstone National Park,258,Vascular Plant,"Narrowleaf Willowweed, Torrey's Willowherb",
7539,Epilobium torreyi,Yosemite National Park,138,Vascular Plant,"Narrowleaf Willowweed, Torrey's Willowherb",
7540,Epipactis gigantea,Bryce National Park,71,Vascular Plant,"Giant Helleborine, Stream Orchid",
7541,Epipactis gigantea,Great Smoky Mountains National Park,47,Vascular Plant,"Giant Helleborine, Stream Orchid",
7542,Epipactis gigantea,Yellowstone National Park,249,Vascular Plant,"Giant Helleborine, Stream Orchid",
7543,Epipactis gigantea,Yosemite National Park,137,Vascular Plant,"Giant Helleborine, Stream Orchid",
7544,Epipactis helleborine,Bryce National Park,184,Vascular Plant,Broadleaf Helleborine,
7545,Epipactis helleborine,Great Smoky Mountains National Park,119,Vascular Plant,Broadleaf Helleborine,
7546,Epipactis helleborine,Yellowstone National Park,514,Vascular Plant,Broadleaf Helleborine,
7547,Epipactis helleborine,Yosemite National Park,287,Vascular Plant,Broadleaf Helleborine,
7548,Eptesicus fuscus,Bryce National Park,184,Mammal,"Big Brown Bat, Big Brown Bat",Species of Concern
7549,Eptesicus fuscus,Great Smoky Mountains National Park,146,Mammal,"Big Brown Bat, Big Brown Bat",Species of Concern
7550,Eptesicus fuscus,Yellowstone National Park,463,Mammal,"Big Brown Bat, Big Brown Bat",Species of Concern
7551,Eptesicus fuscus,Yosemite National Park,254,Mammal,"Big Brown Bat, Big Brown Bat",Species of Concern
7552,Equisetum arvense,Bryce National Park,208,Vascular Plant,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",
7553,Equisetum arvense,Great Smoky Mountains National Park,168,Vascular Plant,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",
7554,Equisetum arvense,Yellowstone National Park,506,Vascular Plant,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",
7555,Equisetum arvense,Yosemite National Park,289,Vascular Plant,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",
7556,Equisetum fluviatile,Bryce National Park,88,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
7557,Equisetum fluviatile,Great Smoky Mountains National Park,56,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
7558,Equisetum fluviatile,Yellowstone National Park,253,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
7559,Equisetum fluviatile,Yosemite National Park,122,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
7560,Equisetum hyemale ssp. affine,Bryce National Park,127,Vascular Plant,Scouringrush Horsetail,
7561,Equisetum hyemale ssp. affine,Great Smoky Mountains National Park,58,Vascular Plant,Scouringrush Horsetail,
7562,Equisetum hyemale ssp. affine,Yellowstone National Park,266,Vascular Plant,Scouringrush Horsetail,
7563,Equisetum hyemale ssp. affine,Yosemite National Park,195,Vascular Plant,Scouringrush Horsetail,
7564,Equisetum hyemale var. affine,Bryce National Park,139,Vascular Plant,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",
7565,Equisetum hyemale var. affine,Great Smoky Mountains National Park,65,Vascular Plant,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",
7566,Equisetum hyemale var. affine,Yellowstone National Park,496,Vascular Plant,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",
7567,Equisetum hyemale var. affine,Yosemite National Park,312,Vascular Plant,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",
7568,Equisetum laevigatum,Bryce National Park,111,Vascular Plant,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
7569,Equisetum laevigatum,Great Smoky Mountains National Park,89,Vascular Plant,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
7570,Equisetum laevigatum,Yellowstone National Park,247,Vascular Plant,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
7571,Equisetum laevigatum,Yosemite National Park,166,Vascular Plant,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
7572,Equisetum scirpoides,Bryce National Park,88,Vascular Plant,Dwarf Scouringrush,
7573,Equisetum scirpoides,Great Smoky Mountains National Park,108,Vascular Plant,Dwarf Scouringrush,
7574,Equisetum scirpoides,Yellowstone National Park,227,Vascular Plant,Dwarf Scouringrush,
7575,Equisetum scirpoides,Yosemite National Park,144,Vascular Plant,Dwarf Scouringrush,
7576,Equisetum variegatum,Bryce National Park,141,Vascular Plant,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",
7577,Equisetum variegatum,Great Smoky Mountains National Park,91,Vascular Plant,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",
7578,Equisetum variegatum,Yellowstone National Park,219,Vascular Plant,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",
7579,Equisetum variegatum,Yosemite National Park,166,Vascular Plant,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",
7580,Equus caballus,Bryce National Park,75,Mammal,"Feral Horse, Horse",
7581,Equus caballus,Great Smoky Mountains National Park,61,Mammal,"Feral Horse, Horse",
7582,Equus caballus,Yellowstone National Park,219,Mammal,"Feral Horse, Horse",
7583,Equus caballus,Yosemite National Park,155,Mammal,"Feral Horse, Horse",
7584,Eragrostis capillaris,Bryce National Park,113,Vascular Plant,Fine Lovegrass,
7585,Eragrostis capillaris,Great Smoky Mountains National Park,79,Vascular Plant,Fine Lovegrass,
7586,Eragrostis capillaris,Yellowstone National Park,264,Vascular Plant,Fine Lovegrass,
7587,Eragrostis capillaris,Yosemite National Park,97,Vascular Plant,Fine Lovegrass,
7588,Eragrostis cilianensis,Bryce National Park,197,Vascular Plant,"Candy Grass, Lovegrass, Stink Grass, Stinkgrass, Strongscented Lovegrass",
7589,Eragrostis cilianensis,Great Smoky Mountains National Park,186,Vascular Plant,"Candy Grass, Lovegrass, Stink Grass, Stinkgrass, Strongscented Lovegrass",
7590,Eragrostis cilianensis,Yellowstone National Park,494,Vascular Plant,"Candy Grass, Lovegrass, Stink Grass, Stinkgrass, Strongscented Lovegrass",
7591,Eragrostis cilianensis,Yosemite National Park,289,Vascular Plant,"Candy Grass, Lovegrass, Stink Grass, Stinkgrass, Strongscented Lovegrass",
7592,Eragrostis curvula,Bryce National Park,142,Vascular Plant,"South African Lovegrass, Weeping Lovegrass",
7593,Eragrostis curvula,Great Smoky Mountains National Park,68,Vascular Plant,"South African Lovegrass, Weeping Lovegrass",
